"Character";"Line";"Season";"Episode_Number"
"Jim";" I’m in an office relationship. It’s special. Um… she’s nice. She’s shy. She’s actually here. You want to meet her? Hold on one second. Oh, my God! Put on a shirt! Put on a… . I told you that you’d be on camera. I’m sorry, she’s European. No, I told you that you’d be on camera. Stop it.  ";2;2
"Michael";" What if Pam was a lesbian? What if she brought her “partner” in to work? [to Toby] Would that be crossing the line? ";2;2
"Toby";" No.";2;2
"Michael";" What if they made out? In front of everybody?";2;2
"Toby";" Well, that would be… ";2;2
"Michael";" At home? And I told everybody everything about it.";2;2
"Toby";" Okay, I’m lost.";2;2
"Michael";" Okay. Well, then let’s act it out. Pam, you will be girl A and girl B will be… Okay! We’ll use the doll. Pam. Pam?   ";2;2
"Video";" [Crossing the Line: Rules for the Modern Workplace]";2;2
"Michael";" I wish Todd Packer was here because he would love this. I wonder if anybody else would like to do this. Hey! Um… we have to watch, uh, Toby’s video that he’s showing us in order to brainwash us and I was wondering if anybody would like to join in? Going to be fun. Got my great pizza. Whataya say? Jim?";2;2
"Jim";" No, thanks. I’m good.";2;2
"Michael";" That’s what she said. Pam?";2;2
"Pam";" Uh… my mother’s coming.";2;2
"Michael";" That’s what she sai [clears throat]  Nope, but… Okay. Well, suit yourself.  ";2;2
"Dwight";" Hey, Toby.";2;2
"Toby";"  Hey Dwight.";2;2
"Dwight";" You said that we could come to you if we had any questions.";2;2
"Toby";" Sure.";2;2
"Dwight";" Where is the clitoris? On a website, it said at the crest of the labia. What does that mean? What does the female vagina look like?   ";2;2
"Toby";" Technically, I am in Human Resources. And Dwight was asking about human anatomy. Um… I’m just sad the public school system failed him so badly.  ";2;2
"Toby";" Yeah, maybe when you get really comfortable with each other, you can ask for that.";2;2
"Dwight";" Good. Good. And… ";2;2
"Toby";" I should get back to work.";2;2
"Dwight";" Okay.  ";2;2
"Man In Video";" In today’s fast-paced business climate, it can sometimes be hard to know when a comment or an action crosses the line. Let’s take a look at a couple of scenarios and ask ourselves ‘where is the line?’";2;2
"Video";" [Scenario 1:";2;2
"Roy";" Natural redhead.";2;2
"Actor";" Hey, Rach.";2;2
"Redheaded Actress";" Hey, Joe. Mike.";2;2
"Actor";" Hey, settle a bet. Are you a natural redhead?";2;2
"Darryl";" Oh, Mi… ! Hey, stop the video! Michael, stop it right there! Stop it right there! That’s that girl from that thing. [pointing at Redheaded Actress] I banged this girl right here. This is… ";2;2
"Roy";" That’s her?";2;2
"Darryl";" Yes, this is the one.";2;2
"Roy";" No!";2;2
"Darryl";" You remember? Yes!";2;2
"Roy";" At the party?";2;2
"Warehouse Guy";" You banged her?";2;2
"Darryl";" Yes! [to video screen]  Right here. You are a naughty girl!";2;2
"Michael";" Whoa, whoa, whoa, whoa… Okay! Hypocrite! She is a hypocrite. That is such a scam! Okay.  ";2;2
"Jan";" [to cell phone] Yes. Yes, I did. Okay. Well, we can talk about that later then. [to Pam] Hi.";2;2
"Michael";" Okay, you are never going to believe this. The girl in the video we’re watching that Corporate gave us… Darryl banged her! Aaand is about 90% sure.  ";2;2
"Todd Packer";" Don’t ever let this little bitch drive you around town. We got, uh, lost for half an hour.";2;2
"Pam";" I don’t have any DUI’s so I can drive myself, but thanks.";2;2
"Todd Packer";" Where is Michael Snot? Sniffing some dude’s thong? Probably.  ";2;2
"Michael";" So you are the lawyer, Mr. O’Malley? I know a lot of lawyer jokes.";2;2
"Mr. O’Malley";" I love lawyer jokes.";2;2
"Michael";" Well, it’s probably because you don’t get ’em.  ";2;2
"Michael";" When I said before that I was king of forwards, you got to understand that I don’t come up with this stuff. I just forward it along. You wouldn’t arrest a guy who’s just delivering drugs from one guy to another.  ";2;2
"Jan";" You seem a little bit agitated, Michael. What’s the problem? ";2;2
"Michael";" The problem is that I am the boss and apparently I can’t say anything.";2;2
"Jan";" Well, that… that’s true in a way. You can’t say anything. ";2;2
"Michael";" Where’s the line? Where’s the line, Jan.";2;2
"Jan";" Do you need to see the video again, Michael?";2;2
"Michael";" No, I’ve seen the video.";2;2
"Toby";" [to Jan] He talked the whole time.";2;2
"Michael";" No, I didn’t. [to Jan] Huh, what? [everyone looks up at blow-up doll]  ";2;2
"Michael";" Attention, everyone! Hello! Ah, yes! I just want you to know that, uh, this is not my decision, but from here on out… we can no longer be friends. And when we talk about things here we must only discuss work-associated things.  And, uh, you can consider this my retirement from comedy. And in the future, if I want to say something funny or witty or do an impression, I will no longer, ever, do any of those things.";2;2
"Jim";" Does that include ‘That’s What She Said’?";2;2
"Michael";" Mmmhmm. Yes.";2;2
"Jim";" Wow! That is really hard. You really think you can go all day long? Well, you always left me satisfied and smiling, so… ";2;2
"Michael";" THAT’S WHAT SHE SAID!";2;2
"Jan";" Michael. MICHAEL!";2;2
"Michael";" [laughing] Come on.";2;2
"Jan";" Michael, please.";2;2
"Todd Packer";" There he is.";2;2
"Michael";" Mwah! [kisses hand and salutes office]";2;2
"Todd Packer";" There he is. Good one.  ";2;2
"Michael";" You would have done the same. You just didn’t think of it first.";2;2
"Jan";" Mike… Michael. Please. I… I… really.";2;2
"Michael";" It’s… That’s… ";2;2
"Jan";" That’s not my sense of humor.";2;2
"Michael";" Okay. [to man entering office] Hello. [introduces] Jan. Mr. O’Malley. This is my lawyer, James P. Albiny.";2;2
"Jan";" Wha… ";2;2
"Michael";" I believe you may recognize his face from the billboards. He specializes in Free Speech issues.";2;2
"Albiny";" [to camera] And motorcycle head injuries, worker’s comp, and diet pill lawsuits.";2;2
"Michael";" This guy does it all.";2;2
"Jan";" [to Albiny] ‘Scuse me, I’m sorry. [to Michael] Michael. Mr. O’Malley is your lawyer.";2;2
"Michael";" What?";2;2
"Jan";" Mr. O’Malley is our Corporate lawyer. We have him on retainer. To protect the company as well as upper level management, such as yourself.";2;2
"Michael";" So I’m not in trouble?  ";2;2
"Michael";" I am so used to being the bad boy. I am so used to fighting Corporate that I forget that I am Corporate. Upper management. They hooked me up with an attorney. To protect me. You can’t be too careful about what you say. Mo’ money, mo’ problems.  ";2;2
"Michael";" Okay. Well, let’s get you out of here, James. Um… I think we’re under an hour still, so… ";2;2
"Albiny";" Yeah, but I did a lot of paperwork at home before I got here.";2;2
"Michael";" I know. We’ll talk about it later. Thanks for coming in.  ";2;2
"Pam’S Mom";" Um… hello.";2;2
"Pam";" [ecstatic] Oh my god!";2;2
"Pam’S Mom";" Finally made it!";2;2
"Pam";" Hello!  ";2;2
"Pam";" I love my Mom. Okay. That’s probably really the most obvious statement ever.  ";2;2
"Pam’S Mom";" This is all yours?";2;2
"Pam";" Yeah. I’m in charge of this whole area.";2;2
"Pam’S Mom";" Oh, my goodness. That’s great.  ";2;2
"Todd Packer";" So a guy goes home, tells his wife, “Honey. Pack your bags. I just won the lottery.” She goes, “Oh my god! That’s incredible! Where are we going?” He goes, “I don’t know where you’re going, just be out of here by five!” [men laugh] Boom!  ";2;2
"Pam";" This is where I used to keep my computer.";2;2
"Pam’S Mom";" Oh, right! I remember… ";2;2
"Pam";" But then I moved it.";2;2
"Pam’S Mom";" with the picture.";2;2
"Pam";" Yeah, yeah, but I uh… I switched stuff around because I actually needed like more room for organization. So… ";2;2
"Pam’S Mom";" Sure.";2;2
"Pam";" So this is like, um, an organization station… ";2;2
"Pam’S Mom";" [to Roy] Oooooh!";2;2
"Pam";" Hey!";2;2
"Pam’S Mom";" Well, there he is!";2;2
"Roy";" How are ya?";2;2
"Pam’S Mom";" Hi, handsome!";2;2
"Roy";" You look great!";2;2
"Pam’S Mom";" Oh, thank you! So! We ready for dinner?";2;2
"Pam";" Well, you know… actually, I kind of need to stall a bit. But, it’s okay, because I am very used to killing time.";2;2
"Pam’S Mom";" Oh, I don’t believe that.";2;2
"Roy";" Okay, I’m going to go wait in the parking lot. And what kind of tunes you want for the ride? Little, uh, classical? Or oldies?";2;2
"Pam’S Mom";" Oh, anything is fine.";2;2
"Roy";" All right, I’ll see ya.";2;2
"Pam’S Mom";" So which one is Jim?";2;2
"Pam";" Mom!";2;2
"Pam’S Mom";" I just wanted to know.";2;2
"Pam";" No.";2;2
"Pam’S Mom";" All right. Okay.";2;2
"Pam";" Ten minutes.";2;2
"Pam’S Mom";" Okay.";2;2
"Pam";" Then we can go to dinner.";2;2
"Pam’S Mom";" I’ll make myself busy.  ";2;2
"Todd Packer";" There’s this guy. He’s at a Nymphomaniac Convention. And he is psyched ’cause all these women are smokin’ hot perfect 10’s, except for this one chick who looks a lot like, uh… [points at Phyllis]";2;2
"Kevin";" Phyllis?";2;2
"Michael";" No. No, no, no. That crosses the line.";2;2
"Todd Packer";" Ex-squeeze me?";2;2
"Michael";" Not you. Kevin. Just unwarranted. Hostile work environment, Kevin.";2;2
"Kevin";" Packer said it.";2;2
"Michael";" No. You said it. He pointed. A point is not a say. Look. Kevin, we are a family here and Phyllis is a valued member of that family. Like a grandmother.";2;2
"Phyllis";" I’m the same age as you, Michael.";2;2
"Michael";" I don’t know about that.";2;2
"Phyllis";" We’re in the same High School class.";2;2
"Michael";" Well, I have a late birthday and usually September’s a cut-off point. [to Kevin] You know what? You just crossed the line. Okay? There’s a line and you went over it. And you must be punished. So go to your corner.";2;2
"Kevin";" You mean where my desk is?";2;2
"Michael";" Yes, your corner. Go.";2;2
"Kevin";" Okay. I have a lot of work to do anyway.";2;2
"Michael";" Mmmhmmm.";2;2
"Todd Packer";" Oh my. They really got to you, didn’t they?";2;2
"Michael";" They didn’t get to me. I got to them. I am still the same old Michael Scott. New and improved. You know what? I love Phyllis. You know what else? I think she is gorgeous. I think she is incredibly, incredibly attractive person. [to Phyllis] C’mere, c’mere, c’mon!  Come on! Come on.";2;2
"Phyllis";" Michael! Come on! ";2;2
"Michael";" Oooh!";2;2
"Phyllis";" You don’t have to worry. I’m not going to… ";2;2
"Michael";" I’m not worried.";2;2
"Phyllis";" …report you to HR.";2;2
"Michael";" You know what? The only thing I’m worried about… is getting a boner. Good work today, everybody.  ";2;2
"Michael";" Times have changed a little. And even though we’re still a family here at Dunder-Mifflin, families grow. And at some point, the daddy can’t take a bath with the kids anymore. I am Upper Management. And it would be inappropriate for me to take a bath with Pam. As much as I might want to.  ";2;2
"Pam";" He said what?  ";2;2
"Michael";" Good morning, Pam.";2;2
"Pam";" Good morning, Michael.";2;2
"Michael";" What’s going on?";2;2
"Pam";" Nothing. You look nice today.";2;2
"Michael";" What?";2;2
"Pam";" You look real thin.";2;2
"Michael";" I don’t get what you mean.";2;2
"Pam";" You just… You look good. Your shirt looks… You look real good.";2;2
"Michael";" Well, you said I looked thin, so what does… Does that mean I’m like thin weird or thin handsome or… [laughing]";2;2
"Pam";" Thin handsome, Michael.";2;2
"Michael";" Yes, well, of course. Of course. [laughing]  ";2;2
"Dwight";" Wait, Jim, no! Don’t drink directly from the can. Okay, I’m serious. It’s all over the Internet. They use the same shipping company as a rat poison, and it gets on the can. [Jim takes a drink] Well, you’re an idiot.";2;2
"Jim";" What can I say, Dwight, I live a very dangerous life.  ";2;2
"Kevin";" [Email chiming] [snickers] Did you see that?";2;2
"Oscar";" I saw it.";2;2
"Kevin";" You can see her…";2;2
"Angela";" It’s fake.";2;2
"Kevin";" How do you know?";2;2
"Angela";" She wouldn’t do that. She’s a Senator.  ";2;2
"Michael";" Office romance. For example, Pam and I are dating, do we have to disclose that?";2;2
"Pam";" We’re not dating.";2;2
"Michael";" No, but I’m saying hypothetically if we were dating…";2;2
"Pam";" We’re not dating, I’m engaged.";2;2
"Michael";" Well, Roy is dead, and I ask you out.";2;2
"Pam";" I would say no.";2;2
"Michael";" You say yes, and we go out.";2;2
"Pam";" I would drown myself.";2;2
"Michael";" And now Roy and Pam are dead, and we have your stupid rules to blame, Toby.  ";2;2
"Michael";" Toby actually gets alimony from his ex-wife because she makes more, so that’s kind of embarrassing. Not that I’d mind, but it would never happen to me because I would make the marriage work. People seem to like him because they think he’s one of us, but he’s not. He’s this weird loner who just tells people, “Don’t do this, don’t do that. Hire this person for this reason.” I would complain about him, but who would I go to, to complain about Toby? Toby. Bias. And what does he do about that? Nothing. Because he’s Toby. What kind of name is that? It’s almost a girl’s name. I think I’ve known more girls named Toby than guys. He just kind of makes my skin crawl a little bit. Toby is the devil. Toby’s the devil.  ";2;2
"Pam";" Hey.";2;2
"Jim";" Hey.";2;2
"Pam";" I know we’re having that harassment thing this afternoon.";2;2
"Jim";" Yeah.";2;2
"Pam";" Sometimes when we IM, I send you that little winking face with the lipstick.";2;2
"Jim";" Yeah?";2;2
"Pam";" Yeah. I realize that might be harassment.";2;2
"Jim";" Yes, it is harassment and I’m going to be suing the winking face. I’ve hired the angry face as my lawyer and you will be hearing from him pretty soon.";2;2
