"number";"contractName";"name";"address";"position_latitude";"position_longitude";"banking";"bonus";"status";"lastUpdate";"connected";"bikes";"stands";"mechanicalBikes";"electricalBikes";"electricalInternalBatteryBikes";"electricalRemovableBatteryBikes";"capacity";"CodePostal"
"10015";"lyon";"10015 - POUDRETTE / MUSSET";"";45,757936;4,921156;FALSE;FALSE;"OPEN";"2024-03-17T13:25:50Z";TRUE;0;18;0;0;0;0;18;69100
"7010";"lyon";"7010 - CENTRE BERTHELOT";"Rue Pasteur - Angle avenue Berthelot";45,747358;4,836009;TRUE;FALSE;"OPEN";"2024-03-17T13:32:30Z";TRUE;18;0;14;4;0;4;19;69007
"30001";"lyon";"30001 - RILLIEUX - CANELLAS";"";45,805207;4,88477;TRUE;TRUE;"OPEN";"2024-03-17T13:30:07Z";TRUE;4;8;2;2;0;2;12;69140
"8020";"lyon";"8020 - MOULIN A VENT";"";45,729714;4,854338;TRUE;FALSE;"OPEN";"2024-03-17T13:28:45Z";TRUE;6;16;4;2;0;2;22;69200
"10101";"lyon";"10101 - EINSTEIN / 11 NOVEMBRE 1918";"43 BVD DU 11 NOVEMBRE 1918 (VILLEURBANNE)";45,779429;4,873992;TRUE;FALSE;"OPEN";"2024-03-17T13:34:24Z";TRUE;8;86;5;3;0;3;94;69100
"11001";"lyon";"11001 - CALUIRE - GARE DE CUIRE";"2 RUE CLAUDE BERNARD (CALUIRE ET CUIRE)";45,785796;4,833733;TRUE;TRUE;"OPEN";"2024-03-17T13:27:11Z";TRUE;2;14;2;0;0;0;16;69300
"7022";"lyon";"7022 - JAURÈS / LAGRANGE";"16 Impasse du Pré Gaudry 69007 Lyon";45,743975;4,841463;TRUE;FALSE;"OPEN";"2024-03-17T13:29:58Z";TRUE;25;4;10;15;0;15;30;69007
"3102";"lyon";"3102 - DOCTEUR LONG / CAILLE";"135 COURS DOCTEUR LONG";45,75254;4,894272;FALSE;FALSE;"OPEN";"2024-03-17T13:33:30Z";TRUE;0;16;0;0;0;0;16;69003
"16004";"lyon";"16004 - VENISSIEUX PARILLY";"";45,719746;4,888457;TRUE;FALSE;"OPEN";"2024-03-17T13:27:57Z";TRUE;7;18;3;4;0;4;25;69200
"10088";"lyon";"10088 - 4 AOÛT 1789 / PRESSENSÉ";"COURS EMILE ZOLA (VILLEURBANNE)";45,76611;4,898539;TRUE;FALSE;"OPEN";"2024-03-17T13:31:40Z";TRUE;11;8;6;5;0;5;19;69100
"7020";"lyon";"7020 - PARC DE GERLAND";"Allée Pierre de Coubertin";45,724352;4,826821;TRUE;FALSE;"OPEN";"2024-03-17T13:27:31Z";TRUE;23;3;3;20;0;20;26;69007
"10031";"lyon";"10031 - CROIX LUIZET";"sur la place Croix Luizet";45,780679;4,88356;FALSE;FALSE;"OPEN";"2024-03-17T13:34:29Z";TRUE;13;8;7;6;0;6;22;69100
"5054";"lyon";"5054 - CHAMPVERT";"192 AV. BARTHELEMY BUYER";45,763906;4,792643;FALSE;TRUE;"OPEN";"2024-03-17T13:33:33Z";TRUE;6;12;4;2;0;2;18;69009
"7025";"lyon";"7025 - LACOUR / ARTILLERIE";"";45,729454;4,844228;TRUE;FALSE;"OPEN";"2024-03-17T13:31:54Z";TRUE;19;1;14;5;0;5;20;69007
"4011";"lyon";"4011 - PLACE JOANNÈS AMBRE";"Place Jean Ambre";45,781574;4,832866;TRUE;TRUE;"OPEN";"2024-03-17T13:30:27Z";TRUE;6;14;5;1;0;1;20;69004
"1002";"lyon";"1002 - OPÉRA";"Angle rue Serlin - Angle place de la comédie";45,767611;4,836619;TRUE;FALSE;"OPEN";"2024-03-17T13:34:16Z";TRUE;2;38;3;0;0;0;41;69001
"2042";"lyon";"2042 - JOFFRE / VAUBECOUR";"43 RUE VAUBECOUR";45,751873;4,824763;FALSE;FALSE;"OPEN";"2024-03-17T13:30:19Z";TRUE;15;5;6;9;0;9;20;69002
"16003";"lyon";"16003 - VÉNISSIEUX - JOLIOT CURIE / SEMBAT";"";45,71532;4,878337;FALSE;FALSE;"OPEN";"2024-03-17T13:32:12Z";TRUE;22;3;13;9;0;9;25;69200
"9032";"lyon";"9032 - PLACE DU PORT MOUTON";"Quai Arloing, Côté Saône";45,773815;4,809566;TRUE;FALSE;"OPEN";"2024-03-17T13:32:30Z";TRUE;5;13;0;5;0;5;18;69009
"14005";"lyon";"14005 - BRON - UNIVERSITE";"";45,72284;4,915219;TRUE;FALSE;"OPEN";"2024-03-17T13:25:36Z";TRUE;6;24;5;1;0;1;30;69500
"11002";"lyon";"11002 - CALUIRE - SAINT-CLAIR";"49 COURS ARISTIDE BRIAND (CALUIRE)";45,785465;4,847838;TRUE;FALSE;"OPEN";"2024-03-17T13:31:55Z";TRUE;19;1;11;8;0;8;20;69300
"3003";"lyon";"3003 - PART-DIEU / DERUELLE";"Face rue Massena, entrée centre commercial";45,762974;4,855071;TRUE;FALSE;"OPEN";"2024-03-17T13:33:12Z";TRUE;7;22;2;5;0;5;30;69003
"9002";"lyon";"9002 - MAIRIE DU 9E";"Prox. métro Valmy";45,774241;4,805676;TRUE;FALSE;"OPEN";"2024-03-17T13:34:55Z";TRUE;7;18;4;5;0;5;27;69009
"10116";"lyon";"10116 - BLUM / FAYS";"";45,760526;4,905877;FALSE;FALSE;"OPEN";"2024-03-17T13:27:17Z";TRUE;11;4;6;6;0;6;16;69100
"10010";"lyon";"10010 - BAUDIN / ZOLA";"12 rue baudin
Villeurbanne";45,7651045967603;4,90512854660767;FALSE;FALSE;"OPEN";"2024-03-17T13:33:19Z";TRUE;8;8;6;2;0;2;16;69100
"10039";"lyon";"10039 - BOUVIER";"Rue Professeur Bouvier/Angle rue du 8 mai 1945";45,779487;4,891692;FALSE;FALSE;"OPEN";"2024-03-17T13:29:36Z";TRUE;12;3;9;3;0;3;16;69100
"6006";"lyon";"6006 - BOULEVARD DES BELGES";"Boulevard des Belges - Angle rue Duquesne";45,773304;4,852001;TRUE;FALSE;"OPEN";"2024-03-17T13:34:59Z";TRUE;6;9;3;3;0;3;15;69006
"12005";"lyon";"12005 - VAULX - VILLAGE";"";45,786262;4,926788;FALSE;FALSE;"OPEN";"2024-03-17T13:30:33Z";TRUE;16;4;6;10;0;10;20;69120
"10002";"lyon";"10002 - INSA";"Avenue Albert Einstein au niveau du virage";45,782222;4,876951;TRUE;FALSE;"OPEN";"2024-03-17T13:32:22Z";TRUE;18;95;13;6;0;6;115;69100
"7016";"lyon";"7016 - PLACE SAINT LOUIS";"Rue de la Madeleine - Angle rue St Lazarre";45,748925;4,847714;FALSE;FALSE;"OPEN";"2024-03-17T13:33:06Z";TRUE;7;8;3;4;0;4;15;69007
"5008";"lyon";"5008 - SAINTE-IRÉNÉE";"Place Sainte Irénée";45,754978;4,812427;FALSE;TRUE;"OPEN";"2024-03-17T13:30:25Z";TRUE;3;17;2;1;0;1;20;69005
"27001";"lyon";"27001 - COLLONGES - GARE";"";45,830874;4,846988;TRUE;FALSE;"OPEN";"2024-03-17T13:27:41Z";TRUE;7;17;2;5;0;5;24;69660
"34002";"lyon";"34002 - NEUVILLE - STADE";"";45,870877;4,839595;FALSE;FALSE;"OPEN";"2024-03-17T13:34:58Z";TRUE;8;7;3;5;0;5;15;69250
"12004";"lyon";"12004 - VAULX - HÔTEL DE VILLE";"";45,778178;4,920544;TRUE;FALSE;"OPEN";"2024-03-17T13:29:13Z";TRUE;12;18;9;3;0;3;30;69120
"10054";"lyon";"10054 - STALINGRAD / MELIÈS";"RUE GEORGES MELIES (VILLEURBANNE)";45,776715;4,859573;FALSE;FALSE;"OPEN";"2024-03-17T13:29:43Z";TRUE;4;20;1;3;0;3;24;69100
"1021";"lyon";"1021 - TERREAUX / BEAUX ARTS";"Rue Herriot - Devant Musée des Beaux Arts";45,767062;4,834294;TRUE;FALSE;"OPEN";"2024-03-17T13:33:49Z";TRUE;11;0;7;4;0;4;11;69001
"2007";"lyon";"2007 - PATINOIRE CHARLEMAGNE";"Angle rue Casimir Périer";45,742617;4,820464;TRUE;FALSE;"OPEN";"2024-03-17T13:30:16Z";TRUE;28;9;12;16;0;16;37;69002
"8004";"lyon";"8004 - MAIRIE DU 8E";"Devant la mairie du 8e";45,735158;4,872803;FALSE;FALSE;"OPEN";"2024-03-17T13:27:29Z";TRUE;4;17;0;4;0;4;21;69008
"3044";"lyon";"3044 - QUAI AUGAGNEUR";"Entre rue de Bonnel et rue Rabelais";45,762023;4,841053;TRUE;FALSE;"OPEN";"2024-03-17T13:34:28Z";TRUE;3;16;1;2;0;2;19;69003
"33001";"lyon";"33001 - ALBIGNY - GARE";"";45,874978;4,833024;TRUE;FALSE;"OPEN";"2024-03-17T13:33:09Z";TRUE;5;13;2;3;0;3;18;69250
"16005";"lyon";"16005 - VENISSIEUX - GARE";"";45,708509;4,886939;TRUE;FALSE;"OPEN";"2024-03-17T13:27:09Z";TRUE;7;18;6;1;0;1;25;69200
"10019";"lyon";"10019 - 4 AOUT / RACINE";"";45,764489;4,877894;FALSE;FALSE;"OPEN";"2024-03-17T13:31:35Z";TRUE;26;4;12;14;0;14;30;69100
"10025";"lyon";"10025 - TOTEM";"";45,763652;4,873158;TRUE;FALSE;"OPEN";"2024-03-17T13:34:57Z";TRUE;14;2;4;10;0;10;16;69100
"8034";"lyon";"8034 - BERTHELOT / VILLON";"Angle avenue Berthelot";45,738301;4,862727;FALSE;FALSE;"OPEN";"2024-03-17T13:28:42Z";TRUE;6;6;3;3;0;3;13;69008
"3084";"lyon";"3084 - DESAIX";"143 RUE PAUL BERT";45,757268;4,855193;FALSE;FALSE;"OPEN";"2024-03-17T13:32:58Z";TRUE;1;27;0;1;0;1;28;69003
"5026";"lyon";"5026 - RUE DE LA BALEINE";"Angle quai Romain Rolland";45,763383;4,829024;FALSE;FALSE;"OPEN";"2024-03-17T13:25:02Z";TRUE;1;13;0;1;0;1;14;69005
"3038";"lyon";"3038 - VIVIER MERLE / PAUL BERT EST";"Devant le bâtiment du Klesia";45,757147;4,858975;TRUE;FALSE;"OPEN";"2024-03-17T13:30:36Z";TRUE;8;12;6;2;0;2;20;69003
"11005";"lyon";"11005 - CALUIRE - PASSERELLE DE LA PAIX";"";45,787941;4,853035;TRUE;FALSE;"OPEN";"2024-03-17T13:27:00Z";TRUE;15;10;9;6;0;6;25;69300
"3019";"lyon";"3019 - PART-DIEU / DERUELLE";"Intersection Bd Vivier Merle - Rue Eugène Deruelle Lyon 3";45,76326;4,85749;TRUE;FALSE;"OPEN";"2024-03-17T13:33:01Z";TRUE;33;6;22;11;0;11;39;69003
"3079";"lyon";"3079 - PLACE LOUISE";"4 PLACE LOUISE";45,75118;4,884795;FALSE;FALSE;"OPEN";"2024-03-17T13:28:25Z";TRUE;0;16;0;0;0;0;16;69003
"2025";"lyon";"2025 - MERCIÈRE / FERRANDIÈRE";"Entre rue de Brest et rue Mercière";45,762054;4,833194;FALSE;FALSE;"OPEN";"2024-03-17T13:32:45Z";TRUE;2;8;2;0;0;0;10;69002
"7004";"lyon";"7004 - MAIRIE DU 7E";"Place Jean Macé - Face à la mairie";45,74656;4,842265;TRUE;FALSE;"OPEN";"2024-03-17T13:34:13Z";TRUE;21;7;4;17;0;17;30;69007
"5031";"lyon";"5031- MÉNIVAL / JOLIOT CURIE";"49 RUE JOLIOT CURIE";45,754654;4,78821;FALSE;TRUE;"OPEN";"2024-03-17T13:27:10Z";TRUE;5;15;3;2;0;2;20;69005
"12003";"lyon";"12003 - VAULX - BIBLIOTHEQUE";"";45,757092;4,92731;FALSE;FALSE;"OPEN";"2024-03-17T13:28:16Z";TRUE;9;6;5;4;0;4;15;69120
"25001";"lyon";"25001 - ST CYR";"";45,799742;4,819607;TRUE;TRUE;"OPEN";"2024-03-17T13:26:04Z";TRUE;2;10;0;2;0;2;12;69450
"5041";"lyon";"5041 - L'HOMME DE LA ROCHE";"55 QUAI PIERRE SCIZE";45,766576;4,820214;TRUE;FALSE;"OPEN";"2024-03-17T13:29:19Z";TRUE;10;11;7;3;0;3;21;69005
"5009";"lyon";"5009 - PLACE ENNEMOND FOUSSERET";"angle quai de Bondy";45,764695;4,828969;TRUE;FALSE;"OPEN";"2024-03-17T13:32:39Z";TRUE;0;16;0;0;0;0;16;69005
"3034";"lyon";"3034 - GARIBALDI / PENSIONNAT";"";45,754727;4,85346;TRUE;FALSE;"OPEN";"2024-03-17T13:29:55Z";TRUE;17;13;9;8;0;8;30;69003
"8030";"lyon";"8030 - LAËNNEC";"Angle rue Nungesser et Coli";45,741425;4,879733;FALSE;FALSE;"OPEN";"2024-03-17T13:34:07Z";TRUE;15;1;7;8;0;8;16;69008
"5036";"lyon";"5036 - LA SALETTE";"104 RUE DU COMMANDANT CHARCOT";45,749627;4,795546;FALSE;TRUE;"OPEN";"2024-03-17T13:25:52Z";TRUE;6;9;5;1;0;1;15;69005
"8003";"lyon";"8003 - CLAUDE BERNARD LYON I";"Devant entrée de la fac";45,738135;4,886885;FALSE;FALSE;"OPEN";"2024-03-17T13:25:53Z";TRUE;0;16;0;0;0;0;16;69008
"3100";"lyon";"3100 - SISLEY / DAUPHINE";"61 RUE DU DAUPHINE";45,7524835251712;4,8687553636982;TRUE;FALSE;"OPEN";"2024-03-17T13:30:06Z";TRUE;6;8;2;4;0;4;17;69003
"28002";"lyon";"28002 - FONTAINES S/S - GAMBETTA";"";45,835406;4,8457;FALSE;FALSE;"OPEN";"2024-03-17T13:33:29Z";TRUE;14;6;4;10;0;10;20;69270
"10027";"lyon";"10027 - MAIRIE DE VILLEURBANNE";"Avenue Aristide Briand, en face de la mairie";45,766861;4,880059;TRUE;FALSE;"OPEN";"2024-03-17T13:31:19Z";TRUE;12;14;7;5;0;5;26;69100
"1012";"lyon";"1012 - AMPÈRE / BOURSE";"Rue de la Bourse - Long du Collège-Lycée Ampère";45,765789;4,836906;TRUE;FALSE;"OPEN";"2024-03-17T13:34:44Z";TRUE;2;24;0;2;0;2;26;69002
"10036";"lyon";"10036 - STALINGRAD";"Boulevard Stalingrad/angle rue Charlie Chaplin";45,77435;4,859157;FALSE;FALSE;"OPEN";"2024-03-17T13:31:54Z";TRUE;2;19;1;1;0;1;21;69100
"2018";"lyon";"2018 - HOTEL DIEU / PONT DE LA GUILLOTIERE";"";45,757571;4,837183;TRUE;FALSE;"OPEN";"2024-03-17T13:26:07Z";TRUE;10;40;6;4;0;4;50;69002
"2030";"lyon";"2030 - RÉPUBLIQUE / POULAILLERIE";"Angle Poulaillerie / République";45,764079;4,835554;TRUE;FALSE;"OPEN";"2024-03-17T13:33:44Z";TRUE;17;15;12;5;0;5;32;69002
"8051";"lyon";"8051 - HÔPITAL SAINT-JEAN DE DIEU";"303 ROUTE DE VIENNE (VENISSIEUX)";45,724172;4,854165;FALSE;FALSE;"OPEN";"2024-03-17T13:28:33Z";TRUE;8;12;1;7;0;7;20;69200
"7057";"lyon";"7057 - JAURES / BOLLIER";"217b–221 Avenue Jean Jaurès 69007 Lyon";45,734712;4,835486;TRUE;FALSE;"OPEN";"2024-03-17T13:32:25Z";TRUE;34;0;16;18;0;18;34;69007
"17001";"lyon";"17001 - ST FONS - ARSENAL";"";45,712362;4,855202;FALSE;FALSE;"OPEN";"2024-03-17T13:29:27Z";TRUE;6;21;4;2;0;2;27;69190
"7052";"lyon";"7052 - PARC BLANDAN";"Rue de l'Epargne";45,745939;4,851214;FALSE;FALSE;"OPEN";"2024-03-17T13:32:43Z";TRUE;11;14;8;3;0;3;25;69007
"7001";"lyon";"7001 - PLACE GABRIEL PÉRI";"Place Gabriel Péri";45,7550229384571;4,84393624921001;TRUE;FALSE;"OPEN";"2024-03-17T13:28:35Z";TRUE;13;6;5;8;0;8;20;69003
"6036";"lyon";"6036 - MUSÉE D'ART CONTEMPORAIN";"Allée A. Lignon";45,783885;4,852156;TRUE;FALSE;"OPEN";"2024-03-17T13:31:30Z";TRUE;7;16;3;4;0;4;23;69006
"7005";"lyon";"7005 - DEBOURG";"Avenue Debourg - Angle avenue Jean Jaurès";45,73182;4,833996;TRUE;FALSE;"OPEN";"2024-03-17T13:32:57Z";TRUE;18;2;8;10;0;10;20;69007
"8052";"lyon";"8052 - CLINIQUE MONPLAISIR";"2 AV. DES FRERES LUMIERE";45,747091;4,860196;FALSE;FALSE;"OPEN";"2024-03-17T13:29:12Z";TRUE;8;8;5;3;0;3;16;69008
"6011";"lyon";"6011- MAIRIE DU 6E";"Angle rue Boileau";45,768395;4,849402;FALSE;FALSE;"OPEN";"2024-03-17T13:29:36Z";TRUE;3;20;2;1;0;1;23;69006
"7061";"lyon";"7061 - JAURES / UNIVERSITE";"64 AV. JEAN JAURES";45,748545;4,843249;FALSE;FALSE;"OPEN";"2024-03-17T13:27:58Z";TRUE;14;6;7;7;0;7;20;69007
"10013";"lyon";"10013 - CUSSET";"103 RUE PIERRE VOYANT (VILLEURBANNE)";45,764961;4,901018;FALSE;FALSE;"OPEN";"2024-03-17T13:25:58Z";TRUE;0;20;0;0;0;0;20;69100
"2005";"lyon";"2005 - CONFLUENCE HÔTEL DE RÉGION";"101 cours Charlemagne Lyon 2 direction centre ville. Devant l'hôtel de Région";45,740675;4,819284;TRUE;FALSE;"OPEN";"2024-03-17T13:34:32Z";TRUE;20;11;10;11;0;11;32;69002
"1032";"lyon";"1032 - PIZAY";"17 RUE PIZAY";45,767165;4,836334;TRUE;FALSE;"OPEN";"2024-03-17T13:33:55Z";TRUE;7;15;6;1;0;1;22;69001
"5030";"lyon";"5030 - CHARCOT / RÉSIDENCE UNIVERSITAIRE";"Angle rue du fort Ste Irénée / Charcot";45,755054;4,807811;TRUE;TRUE;"OPEN";"2024-03-17T13:27:48Z";TRUE;7;25;7;0;0;0;32;69005
"8039";"lyon";"8039 - PIERRE DELORE";"97 ROUTE DE VIENNE";45,738617;4,852412;TRUE;FALSE;"OPEN";"2024-03-17T13:33:17Z";TRUE;1;19;0;1;0;1;20;69008
"7062";"lyon";"7062 - GARIBALDI / DOMER";"51 RUE DOMER";45,747735;4,85162;TRUE;FALSE;"OPEN";"2024-03-17T13:28:34Z";TRUE;2;17;2;0;0;0;19;69007
"2002";"lyon";"2002 - BELLECOUR / ST EXUPÉRY";"PLACE BELLECOUR Côté rue Lintier";45,758149;4,830428;TRUE;FALSE;"OPEN";"2024-03-17T13:31:25Z";TRUE;25;15;1;24;0;24;40;69002
"3087";"lyon";"3087 - PART-DIEU / GARIBALDI";"4 BVD EUGENE DERUELLE";45,762768;4,852563;TRUE;FALSE;"OPEN";"2024-03-17T13:26:36Z";TRUE;2;18;2;0;0;0;20;69003
"9004";"lyon";"9004 - GARE DE VAISE";"Face entrée de la gare";45,779786;4,804666;TRUE;FALSE;"OPEN";"2024-03-17T13:30:45Z";TRUE;18;4;10;8;0;8;22;69009
"8002";"lyon";"8002- PLACE AMBROISE COURTOIS";"Face au cours Albert Thomas";45,745296;4,871604;TRUE;FALSE;"OPEN";"2024-03-17T13:34:44Z";TRUE;17;3;15;2;0;2;20;69008
"10007";"lyon";"10007 - PIATON / CONDORCET";"Av Piaton / angle Condorcet";45,774204;4,867512;FALSE;FALSE;"OPEN";"2024-03-17T13:33:20Z";TRUE;3;17;0;3;0;3;20;69100
"9033";"lyon";"9033 - GORGE DE LOUP";"49 RUE SGT BERTHET";45,767484;4,805626;TRUE;FALSE;"OPEN";"2024-03-17T13:34:45Z";TRUE;3;37;2;1;0;1;40;69009
"5001";"lyon";"5001 - PLACE VARILLON (FUNICULAIRE ST JUST)";"Devant le n°63 rue de Trion";45,757319;4,815064;TRUE;TRUE;"OPEN";"2024-03-17T13:34:53Z";TRUE;7;16;7;0;0;0;23;69005
"3018";"lyon";"3018 - CRÉQUI / VOLTAIRE";"Angle rue Paul Bert";45,756596;4,848442;TRUE;FALSE;"OPEN";"2024-03-17T13:32:21Z";TRUE;3;27;3;0;0;0;30;69003
